node_id_from	node_id_to	weight
1425417350	1425417349	0.000215
278023540	278023541	0.000215
299211825	299211824	0.000216
87399380	87399312	0.000216
159862031	159861812	0.000216
299206192	299206191	0.000217
159870435	159870560	0.000217
159950564	159950470	0.000217
96474047	96474055	0.000217
142086097	140964507	0.000217
288137015	159869456	0.000218
287834975	287834968	0.000218
299210231	299210230	0.000218
278023525	278023526	0.000218
96474007	96474055	0.000219
1285445543	1285445544	0.000219
159494272	1272718700	0.000219
96474014	96474034	0.000219
299210233	299210232	0.000219
159950614	159950427	0.000219
141900305	141900303	0.000220
159798276	159798250	0.000220
290470355	290470351	0.000221
1253231911	298941982	0.000221
291278558	291278559	0.000221
1449305177	1449305176	0.000221
159798426	159798248	0.000221
159798305	159798360	0.000223
278023524	278023525	0.000223
291278557	291278560	0.000223
531730401	531726319	0.000224
159858918	159858716	0.000225
278023526	278023527	0.000225
1298909855	1298909854	0.000225
287746966	287746960	0.000226
159950577	159950470	0.000226
159869805	159870138	0.000227
159869556	159869526	0.000227
287517679	287517680	0.000228
159950468	159950502	0.000228
159950427	283925701	0.000228
287834967	287834966	0.000230
159798273	159798166	0.000230
140964619	140964638	0.000230
141900305	141900312	0.000230
159862128	159862039	0.000230
290470344	290470345	0.000231
299210235	299210230	0.000231
287830812	287830811	0.000231
284959163	284959164	0.000233
290642640	290642641	0.000233
726041376	726041373	0.000233
284790348	284790347	0.000233
290470355	290470357	0.000233
290783211	290783215	0.000233
875787633	875770703	0.000234
301736766	301736767	0.000234
299206229	299206232	0.000234
99304156	99304176	0.000234
159870704	159870656	0.000235
140964455	140964616	0.000235
140964616	140964603	0.000235
87399417	292059858	0.000235
287746948	159898275	0.000235
1365848371	141903944	0.000236
159799940	159799962	0.000236
284160779	159800077	0.000236
159884501	159884661	0.000236
141900298	159799960	0.000236
298728290	298728289	0.000236
304956852	89706087	0.000237
301737263	301737264	0.000237
159884182	159884129	0.000238
141903928	141903970	0.000238
159798188	159798166	0.000239
284191247	284191248	0.000239
141901376	821504582	0.000239
159192869	159194171	0.000239
299206262	299206267	0.000239
298728306	298728307	0.000239
299210224	299210227	0.000240
290470359	290470358	0.000240
301737099	301737103	0.000240
1285445537	159898237	0.000240
96474055	96474002	0.000240
1425431378	1425431377	0.000241
141903978	141903928	0.000241
290470360	290470359	0.000241
159192499	159192662	0.000241
1225662739	159858969	0.000241
159950570	159950468	0.000241
1208063958	159192890	0.000242
289854602	301737100	0.000242
159347647	284191247	0.000242
159858967	159858933	0.000243
140964593	140964428	0.000243
1253231902	1253231900	0.000243
726041376	726041375	0.000243
